C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_42_659.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_42_659.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_42_659.jpg, 0, 0, 0, 7.78306E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_42_761.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_42_761.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_42_761.jpg, 0, 0, 0, 7.882853E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_42_861.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_42_861.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_42_861.jpg, 0, 0, 0, 8.153349E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_42_964.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_42_964.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_42_964.jpg, 0, 0, 0, 7.825075E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_43_066.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_43_066.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_43_066.jpg, 0, 0, 0, 7.939345E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_43_170.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_43_170.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_43_170.jpg, 0, 0, 0, 7.814711E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_43_270.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_43_270.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_43_270.jpg, 0, 0, 0, 7.834944E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_43_372.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_43_372.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_43_372.jpg, 0, 0, 0, 7.894421E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_43_473.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_43_473.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_43_473.jpg, 0, 0, 0, 7.761561E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_43_577.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_43_577.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_43_577.jpg, 0, 0, 0, 8.395427E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_43_680.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_43_680.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_43_680.jpg, 0, 0, 0, 8.191536E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_43_783.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_43_783.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_43_783.jpg, 0, 0, 0, 7.783413E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_43_883.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_43_883.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_43_883.jpg, 0, 0, 0, 7.869481E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_43_987.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_43_987.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_43_987.jpg, 0, 0, 0, 7.797289E-05
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_44_088.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_44_088.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_44_088.jpg, 0, 0.1462176, 0, 0.04967115
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_44_189.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_44_189.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_44_189.jpg, 0, 0.4506765, 0, 0.4520175
C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\center_2021_06_10_13_07_44_293.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\left_2021_06_10_13_07_44_293.jpg, C:\Users\Charan\Downloads\Mechanical-A4\Udemy\Self_driving_Course\Behavioural cloning\IMG\right_2021_06_10_13_07_44_293.jpg, 0, 0.7492711, 0, 1.163681
